x, y
0.5702398925781249, 0.2990977581282307
0.6688000000000002, 0.35774437466958414
0.8096, 0.43894738218838114
0.9222398925781251, 0.5039097606687618
1.0102398925781249, 0.5544360971092281
1.1017598388671874, 0.6139849555223509
1.1756800537109375, 0.6717293301919349
1.2566398925781253, 0.7231578740858495
1.2988800537109373, 0.7502255432587819
1.3411199462890624, 0.7709774332835263
1.379839892578125, 0.786315751613531
1.415039892578125, 0.7998495861999971
1.467839892578125, 0.8169924743193433
1.5100800537109378, 0.8278195488721805
1.5699199462890627, 0.8404510899593958
1.640319946289063, 0.8539849245458617
1.696639892578125, 0.8575939780787418
1.7459199462890624, 0.8621052562742306
1.8268800537109378, 0.8639097744360904
1.907839892578125, 0.8612029971933008
1.9712000000000003, 0.8539849245458617
2.027519946289063, 0.8422556253304159
2.0556800537109376, 0.8296240498248797
2.066239892578125, 0.8215037525148321
