x, y
0.45759999999999995, 0.2990977581282307
0.5244800537109378, 0.34421054008311797
0.5878398925781251, 0.3821052493905662
0.6336, 0.41368419675898727
0.7180800537109375, 0.4696240188483906
0.7849598388671875, 0.5192480445804453
0.8342398925781251, 0.5580450990146264
0.8940800537109374, 0.6058646410031427
0.9468800537109376, 0.6500751810862606
1.0032000000000003, 0.6978947230747768
1.0489598388671872, 0.7285714285714286
1.0876800537109375, 0.7538345795825012
1.1299199462890626, 0.775488711479015
1.1827199462890627, 0.7971428605846893
1.232, 0.8124811961238545
1.3024000000000002, 0.8323308270676693
1.3692800537109375, 0.8467669035259047
1.4361598388671872, 0.856691718997812
1.5100800537109378, 0.8639097744360904
1.5664000000000005, 0.8675187935506492
1.608639892578125, 0.8666165344697194
1.6473598388671877, 0.8630075153551604
1.700159838867188, 0.853082699883253
1.7353598388671878, 0.8395488652967871
1.7635199462890623, 0.8224059771774408
