x, y
0.26751994628906256, 0.2990977581282307
0.2992, 0.3424059875029371
0.3344000000000001, 0.38661652758605497
0.36608005371093755, 0.42902251508899203
0.4012800537109376, 0.4732330895904312
0.44000000000000006, 0.5147367663849566
0.4787199462890627, 0.5562405808527667
0.5104, 0.5959398427403959
0.5561598388671873, 0.6365413464997944
0.6019199462890626, 0.6762406083874237
0.6441598388671874, 0.708721797627614
0.6899199462890627, 0.7393985031242658
0.7392000000000003, 0.7664661550880376
0.7849598388671875, 0.7899248051464111
0.8342398925781251, 0.8106766951711555
0.9011199462890627, 0.8341353280203683
0.9539199462890624, 0.8476691626068344
1.0032000000000003, 0.8575939780787418
1.0454398925781248, 0.8621052562742306
1.0876800537109375, 0.8639097744360904
1.1193598388671873, 0.8612029971933008
1.1510398925781253, 0.8548872180451128
1.1791999999999998, 0.8458646616541354
1.203839892578125, 0.8323308270676693
1.2179199462890626, 0.8196992343529723
